last_name,first_name,middle_name,full_name,gender,type,state,party,url,address,phone,twitter,facebook,youtube,youtube_id
Sánchez,Linda,T.,Linda T. Sánchez,F,rep,CA,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow
Thompson,Bennie,G.,Bennie G. Thompson,M,rep,MS,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw
Thompson,Mike,Michael,Mike Thompson,M,rep,CA,Democrat,https://mikethompson.house.gov,406 Cannon House Office Building Washington DC 20515-0505,202-225-3311,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg
Thompson,Glenn,,Glenn Thompson,M,rep,PA,Republican,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ
Thornberry,Mac,M.,Mac Thornberry,M,rep,TX,Republican,https://thornberry.house.gov,2208 Rayburn House Office Building Washington DC 20515-4313,202-225-3706,MacTXPress,repmacthornberry,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A
Thune,John,,John Thune,M,sen,SD,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,SenJohnThune,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ
Tipton,Scott,R.,Scott R. Tipton,M,rep,CO,Republican,https://tipton.house.gov,218 Cannon House Office Building Washington DC 20515-0603,202-225-4761,RepTipton,CongressmanScottTipton,RepScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg
Tonko,Paul,,Paul Tonko,M,rep,NY,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ
Toomey,Patrick,J.,Patrick J. Toomey,M,sen,PA,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,SenToomey,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw
Turner,Michael,R.,Michael R. Turner,M,rep,OH,Republican,https://turner.house.gov,2082 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,RepMikeTurner,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g
Upton,Fred,Stephen,Fred Upton,M,rep,MI,Republican,https://upton.house.gov,2183 Rayburn House Office Building Washington DC 20515-2206,202-225-3761,RepFredUpton,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w
Van Hollen,Chris,,Chris Van Hollen,M,sen,MD,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ
Velázquez,Nydia,M.,Nydia M. Velázquez,F,rep,NY,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg
Visclosky,Peter,J.,Peter J. Visclosky,M,rep,IN,Democrat,https://visclosky.house.gov,2328 Rayburn House Office Building Washington DC 20515-1401,202-225-2461,RepVisclosky,repvisclosky,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg
Walberg,Tim,,Tim Walberg,M,rep,MI,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg
Walden,Greg,P.,Greg Walden,M,rep,OR,Republican,https://walden.house.gov,2185 Rayburn House Office Building Washington DC 20515-3702,202-225-6730,RepGregWalden,repgregwalden,RepGregWalden,UCyaDp6ANSM9tvW7Y3LT_4KQ
Wasserman Schultz,Debbie,,Debbie Wasserman Schultz,F,rep,FL,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building Washington DC 20515-0923,202-225-7931,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w
Waters,Maxine,,Maxine Waters,F,rep,CA,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ
Webster,Daniel,,Daniel Webster,M,rep,FL,Republican,https://webster.house.gov,1210 Longworth House Office Building Washington DC 20515-0911,202-225-1002,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw
Welch,Peter,,Peter Welch,M,rep,VT,Democrat,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA
Wilson,Joe,G.,Joe Wilson,M,rep,SC,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg
Wilson,Frederica,S.,Frederica S. Wilson,F,rep,FL,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA
Wittman,Robert,J.,Robert J. Wittman,M,rep,VA,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg
Womack,Steve,,Steve Womack,M,rep,AR,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw
Woodall,Rob,,Rob Woodall,M,rep,GA,Republican,https://woodall.house.gov,1724 Longworth House Office Building Washington DC 20515-1007,202-225-4272,RepRobWoodall,RepRobWoodall,RobWoodallGA07,UC7MSlu8zV6Mf8wYzek2Cb-w
Wyden,Ron,,Ron Wyden,M,sen,OR,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,RonWyden,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw
Yarmuth,John,A.,John A. Yarmuth,M,rep,KY,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,RepJohnYarmuth,2.14259E+11,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg
Young,Don,E.,Don Young,M,rep,AK,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building Washington DC 20515-0200,202-225-5765,RepDonYoung,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A
Young,Todd,C.,Todd Young,M,sen,IN,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ
Amodei,Mark,E.,Mark E. Amodei,M,rep,NV,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw
Bonamici,Suzanne,,Suzanne Bonamici,F,rep,OR,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw
DelBene,Suzan,K.,Suzan K. DelBene,F,rep,WA,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg
Massie,Thomas,,Thomas Massie,M,rep,KY,Republican,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g
Payne,Donald,M.,"Donald M. Payne, Jr.",M,rep,NJ,Democrat,https://payne.house.gov,103 Cannon House Office Building Washington DC 20515-3010,202-225-3436,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w
Schatz,Brian,Emanuel,Brian Schatz,M,sen,HI,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,SenBrianSchatz,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow
Foster,Bill,,Bill Foster,M,rep,IL,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ
Titus,Dina,,Dina Titus,F,rep,NV,Democrat,https://titus.house.gov,2464 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw
Cotton,Tom,,Tom Cotton,M,sen,AR,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg
Sinema,Kyrsten,,Kyrsten Sinema,F,sen,AZ,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w
LaMalfa,Doug,,Doug LaMalfa,M,rep,CA,Republican,https://lamalfa.house.gov,322 Cannon House Office Building Washington DC 20515-0501,202-225-3076,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw
Huffman,Jared,,Jared Huffman,M,rep,CA,Democrat,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA
Bera,Ami,,Ami Bera,M,rep,CA,Democrat,https://bera.house.gov,1727 Longworth House Office Building Washington DC 20515-0507,202-225-5716,RepBera,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg
Swalwell,Eric,,Eric Swalwell,M,rep,CA,Democrat,https://swalwell.house.gov,407 Cannon House Office Building Washington DC 20515-0515,202-225-5065,RepSwalwell,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w
Brownley,Julia,,Julia Brownley,F,rep,CA,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A
Cárdenas,Tony,,Tony Cárdenas,M,rep,CA,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,RepCardenas,repcardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA
Ruiz,Raul,,Raul Ruiz,M,rep,CA,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,RepRaulRuizMD,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw
Takano,Mark,,Mark Takano,M,rep,CA,Democrat,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,RepMarkTakano,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w
Lowenthal,Alan,S.,Alan S. Lowenthal,M,rep,CA,Democrat,https://lowenthal.house.gov,108 Cannon House Office Building Washington DC 20515-0547,202-225-7924,RepLowenthal,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg
Vargas,Juan,,Juan Vargas,M,rep,CA,Democrat,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,RepJuanVargas,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ
Peters,Scott,H.,Scott H. Peters,M,rep,CA,Democrat,https://scottpeters.house.gov,2338 Rayburn House Office Building Washington DC 20515-0552,202-225-0508,RepScottPeters,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g
Yoho,Ted,S.,Ted S. Yoho,M,rep,FL,Republican,https://yoho.house.gov,1730 Longworth House Office Building Washington DC 20515-0903,202-225-5744,RepTedYoho,CongressmanTedYoho,RepTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg
Frankel,Lois,,Lois Frankel,F,rep,FL,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0921,202-225-9890,RepLoisFrankel,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ
Collins,Doug,,Doug Collins,M,rep,GA,Republican,https://dougcollins.house.gov,1504 Longworth House Office Building Washington DC 20515-1009,202-225-9893,RepDougCollins,RepresentativeDougCollins,repdougcollins,UCgKTZXOJX2UwAdLNZ4MQdig
Gabbard,Tulsi,,Tulsi Gabbard,F,rep,HI,Democrat,https://gabbard.house.gov,1433 Longworth House Office Building Washington DC 20515-1102,202-225-4906,TulsiPress,RepTulsiGabbard,tulsipress,UCkQmC0YfIU4388Tu0_k4esA
Duckworth,Tammy,,Tammy Duckworth,F,sen,IL,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,SenDuckworth,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg
Davis,Rodney,,Rodney Davis,M,rep,IL,Republican,https://rodneydavis.house.gov,1740 Longworth House Office Building Washington DC 20515-1313,202-225-2371,RodneyDavis,RepRodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA
Bustos,Cheri,,Cheri Bustos,F,rep,IL,Democrat,https://bustos.house.gov,1233 Longworth House Office Building Washington DC 20515-1317,202-225-5905,RepCheri,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA
Walorski,Jackie,,Jackie Walorski,F,rep,IN,Republican,https://walorski.house.gov,419 Cannon House Office Building Washington DC 20515-1402,202-225-3915,RepWalorski,RepJackieWalorski,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng
Brooks,Susan,W.,Susan W. Brooks,F,rep,IN,Republican,https://susanwbrooks.house.gov,2211 Rayburn House Office Building Washington DC 20515-1405,202-225-2276,SusanWBrooks,congresswomansusanwbrooks,SusanWBrooks,UCMd7LzaBcbQ06aKHoj9KkSQ
Barr,Garland,,Andy Barr,M,rep,KY,Republican,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,RepAndyBarr,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q
Warren,Elizabeth,,Elizabeth Warren,F,sen,MA,Democrat,https://www.warren.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-4543,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A
Kennedy,Joseph,P.,Joseph P. Kennedy III,M,rep,MA,Democrat,https://kennedy.house.gov,304 Cannon House Office Building Washington DC 20515-2104,202-225-5931,RepJoeKennedy,3.01936E+14,,UCgfHlaGqxD8p-2V_YlNIqrA
King,Angus,,"Angus S. King, Jr.",M,sen,ME,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,SenAngusKing,SenatorAngusSKingJr,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA
Kildee,Daniel,T.,Daniel T. Kildee,M,rep,MI,Democrat,https://dankildee.house.gov,203 Cannon House Office Building Washington DC 20515-2205,202-225-3611,RepDanKildee,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw
Wagner,Ann,,Ann Wagner,F,rep,MO,Republican,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,RepAnnWagner,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg
Daines,Steve,,Steve Daines,M,sen,MT,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,SteveDaines,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q
Hudson,Richard,,Richard Hudson,M,rep,NC,Republican,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3308,202-225-3715,RepRichHudson,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg
Holding,George,,George Holding,M,rep,NC,Republican,https://holding.house.gov,1110 Longworth House Office Building Washington DC 20515-3302,202-225-3032,RepHolding,CongressmanGeorgeHolding,repholding,UCx6IgBfJmIhXSXymnPr78hw
Cramer,Kevin,,Kevin Cramer,M,sen,ND,Republican,https://www.cramer.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-2043,SenKevinCramer,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA
Fischer,Deb,,Deb Fischer,F,sen,NE,Republican,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,SenatorFischer,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ
Kuster,Ann,M.,Ann M. Kuster,F,rep,NH,Democrat,https://kuster.house.gov,320 Cannon House Office Building Washington DC 20515-2902,202-225-5206,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA
Meng,Grace,,Grace Meng,F,rep,NY,Democrat,https://meng.house.gov,2209 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,RepGraceMeng,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ
Jeffries,Hakeem,S.,Hakeem S. Jeffries,M,rep,NY,Democrat,https://jeffries.house.gov,2433 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,RepJeffries,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ
Maloney,Sean,Patrick,Sean Patrick Maloney,M,rep,NY,Democrat,https://seanmaloney.house.gov,2331 Rayburn House Office Building Washington DC 20515-3218,202-225-5441,RepSeanMaloney,RepSeanMaloney,,UCNiVzzf4Vz-vCMPBcnjGuXQ
Wenstrup,Brad,R.,Brad R. Wenstrup,M,rep,OH,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building Washington DC 20515-3502,202-225-3164,RepBradWenstrup,RepBradWenstrup,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA
Beatty,Joyce,,Joyce Beatty,F,rep,OH,Democrat,https://beatty.house.gov,2303 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,RepBeatty,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA
Joyce,David,P.,David P. Joyce,M,rep,OH,Republican,https://joyce.house.gov,1124 Longworth House Office Building Washington DC 20515-3514,202-225-5731,RepDaveJoyce,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA
Mullin,Markwayne,,Markwayne Mullin,M,rep,OK,Republican,https://mullin.house.gov,2421 Rayburn House Office Building Washington DC 20515-3602,202-225-2701,RepMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag
Perry,Scott,,Scott Perry,M,rep,PA,Republican,https://perry.house.gov,1207 Longworth House Office Building Washington DC 20515-3810,202-225-5836,RepScottPerry,repscottperry,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ
Cartwright,Matthew,A.,Matt Cartwright,M,rep,PA,Democrat,https://cartwright.house.gov,1034 Longworth House Office Building Washington DC 20515-3808,202-225-5546,RepCartwright,CongressmanMattCartwright,,UCnAOvexSGLBnYidaFzguhTQ
Rice,Tom,,Tom Rice,M,rep,SC,Republican,https://rice.house.gov,512 Cannon House Office Building Washington DC 20515-4007,202-225-9895,RepTomRice,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw
Cruz,Ted,,Ted Cruz,M,sen,TX,Republican,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,SenTedCruz,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw
Weber,Randy,K.,"Randy K. Weber, Sr.",M,rep,TX,Republican,https://weber.house.gov,107 Cannon House Office Building Washington DC 20515-4314,202-225-2831,TXRandy14,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg
Castro,Joaquin,,Joaquin Castro,M,rep,TX,Democrat,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,JoaquinCastrotx,3.26421E+14,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ
Williams,Roger,,Roger Williams,M,rep,TX,Republican,https://williams.house.gov,1708 Longworth House Office Building Washington DC 20515-4325,202-225-9896,RepRWilliams,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw
Veasey,Marc,A.,Marc A. Veasey,M,rep,TX,Democrat,https://veasey.house.gov,2348 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,RepVeasey,CongressmanMarcVeasey,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q
Vela,Filemon,,Filemon Vela,M,rep,TX,Democrat,https://vela.house.gov,307 Cannon House Office Building Washington DC 20515-4334,202-225-9901,RepFilemonVela,USCongressmanFilemonVela,RepFilemonVela,
Stewart,Chris,,Chris Stewart,M,rep,UT,Republican,https://stewart.house.gov,2242 Rayburn House Office Building Washington DC 20515-4402,202-225-9730,RepChrisStewart,RepChrisStewart,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw
Kaine,Timothy,,Tim Kaine,M,sen,VA,Democrat,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA
Kilmer,Derek,,Derek Kilmer,M,rep,WA,Democrat,https://kilmer.house.gov,1410 Longworth House Office Building Washington DC 20515-4706,202-225-5916,RepDerekKilmer,derek.kilmer,,
Heck,Denny,,Denny Heck,M,rep,WA,Democrat,https://dennyheck.house.gov,2452 Rayburn House Office Building Washington DC 20515-4710,202-225-9740,RepDennyHeck,CongressmanDennyHeck,RepDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg
Pocan,Mark,,Mark Pocan,M,rep,WI,Democrat,https://pocan.house.gov,1421 Longworth House Office Building Washington DC 20515-4902,202-225-2906,RepMarkPocan,repmarkpocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ
Kelly,Robin,,Robin L. Kelly,F,rep,IL,Democrat,https://robinkelly.house.gov,2416 Rayburn House Office Building Washington DC 20515-1302,202-225-0773,RepRobinKelly,reprobinkelly,,UCLhcNPX2nNQLNzwKW0nEykg
Smith,Jason,T.,Jason Smith,M,rep,MO,Republican,https://jasonsmith.house.gov,2418 Rayburn House Office Building Washington DC 20515-2508,202-225-4404,RepJasonSmith,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg
Booker,Cory,Anthony,Cory A. Booker,M,sen,NJ,Democrat,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,SenBooker,,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA
Clark,Katherine,M.,Katherine M. Clark,F,rep,MA,Democrat,https://katherineclark.house.gov,2448 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,RepKClark,CongresswomanClark,,UCgaI52w7QKI8LtkSeCCmSuw
Byrne,Bradley,,Bradley Byrne,M,rep,AL,Republican,https://byrne.house.gov,119 Cannon House Office Building Washington DC 20515-0101,202-225-4931,RepByrne,RepByrne,,UCRUXmqQbrKo0T6xi_GT7TEA
Norcross,Donald,W.,Donald Norcross,M,rep,NJ,Democrat,https://norcross.house.gov,2437 Rayburn House Office Building Washington DC 20515-3001,202-225-6501,DonaldNorcross,DonaldNorcrossNJ,,UC7kXK_PyDiOT8YrdP0jYZHw
Adams,Alma,,Alma S. Adams,F,rep,NC,Democrat,https://adams.house.gov,2436 Rayburn House Office Building Washington DC 20515-3312,202-225-1510,RepAdams,CongresswomanAdams,,UCPI9ao1Cr1nxEUD2r-usRjQ
Palmer,Gary,,Gary J. Palmer,M,rep,AL,Republican,https://palmer.house.gov,207 Cannon House Office Building Washington DC 20515-0106,202-225-4921,USRepGaryPalmer,CongressmanGaryPalmer,,UCYZfP-cNIvlJY3AcAc9OPpQ
Hill,French,,J. French Hill,M,rep,AR,Republican,https://hill.house.gov,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,RepFrenchHill,RepFrenchHill,,UCT8uWroJtkwSsCJlVg0IKvQ
Westerman,Bruce,,Bruce Westerman,M,rep,AR,Republican,https://westerman.house.gov,209 Cannon House Office Building Washington DC 20515-0404,202-225-3772,RepWesterman,RepWesterman,,UCNshPbmupCwP5a7Hi79jETQ
Gallego,Ruben,,Ruben Gallego,M,rep,AZ,Democrat,https://rubengallego.house.gov,1131 Longworth House Office Building Washington DC 20515-0307,202-225-4065,RepRubenGallego,RepRubenGallego,,
DeSaulnier,Mark,,Mark DeSaulnier,M,rep,CA,Democrat,https://desaulnier.house.gov,503 Cannon House Office Building Washington DC 20515-0511,202-225-2095,RepDeSaulnier,RepMarkDeSaulnier,,
Aguilar,Pete,,Pete Aguilar,M,rep,CA,Democrat,https://aguilar.house.gov,109 Cannon House Office Building Washington DC 20515-0531,202-225-3201,reppeteaguilar,reppeteaguilar,,UCxwbFLOlKDsXrwizV5jah7g
Lieu,Ted,,Ted Lieu,M,rep,CA,Democrat,https://lieu.house.gov,403 Cannon House Office Building Washington DC 20515-0533,202-225-3976,RepTedLieu,RepTedLieu,,UC9qcJxTqfDNBnVul1IojlFg
Torres,Norma,,Norma J. Torres,F,rep,CA,Democrat,https://torres.house.gov,2444 Rayburn House Office Building Washington DC 20515-0535,202-225-6161,NormaJTorres,RepNormaTorres,,UCvWY4qKP6--o3pIJY7hhKDg
Buck,Ken,,Ken Buck,M,rep,CO,Republican,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,RepKenBuck,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg
Carter,Buddy,,"Earl L. ""Buddy"" Carter",M,rep,GA,Republican,https://buddycarter.house.gov,2432 Rayburn House Office Building Washington DC 20515-1001,202-225-5831,RepBuddyCarter,congressmanbuddycarter,,UCHQm49T6ikD_ioMAt50AwKQ
Hice,Jody,,Jody B. Hice,M,rep,GA,Republican,https://hice.house.gov,409 Cannon House Office Building Washington DC 20515-1010,202-225-4101,congressmanhice,CongressmanJodyHice,,UCzUMsS8DusN2QLpgweFthgQ
Loudermilk,Barry,,Barry Loudermilk,M,rep,GA,Republican,https://loudermilk.house.gov,422 Cannon House Office Building Washington DC 20515-1011,202-225-2931,RepLoudermilk,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg
Allen,Rick,,Rick W. Allen,M,rep,GA,Republican,https://allen.house.gov,2400 Rayburn House Office Building Washington DC 20515-1012,202-225-2823,reprickallen,CongressmanRickAllen,,UCZPoYXHFDAV17BGLMzGAmpg
Bost,Mike,,Mike Bost,M,rep,IL,Republican,https://bost.house.gov,1440 Longworth House Office Building Washington DC 20515-1312,202-225-5661,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ
Abraham,Ralph,,Ralph Lee Abraham,M,rep,LA,Republican,https://abraham.house.gov,417 Cannon House Office Building Washington DC 20515-1805,202-225-8490,RepAbraham,CongressmanRalphAbraham,,
